Username,Label
bjbph1m9,1
brandon28,0
q3vd2ppa,1
wmullins,0
gwalker,0
1qiebefg,1
sheryl53,0
jody18,0
kg6vigh4,1
liujessica,0
64uwp2pj,1
dleleg8v,1
dwilliamson,0
roberthatfield,0
millerbrett,0
yrzzqybb,1
hnrshay4,1
zgomez,0
mhy4qcka,1
tidhh109,1
michaelgreene,0
el93pgvg,1
diana35,0
bupvveez,1
xyxozjwt,1
l29l5n4j,1
uybu7yzg,1
3ek4q7rt,1
82qrs119,1
16blh8fp,1
pj3701eu,1
owensmaria,0
et9bw8il,1
davidanderson,0
hwashington,0
e0nrjxih,1
qjones,0
jqiivn15,1
mark28,0
rhamilton,0
valerie64,0
93rgma6x,1
cclizo9a,1
erik28,0
751fkfua,1
nzjyt1zh,1
54a6zvko,1
edwardsadam,0
z7y1wvgy,1
2s0e2dlp,1
cordovamichael,0
3e0clmpm,1
hfpvjuxh,1
daniel78,0
oliviarodriguez,0
dianasantos,0
lj2jjnsn,1
barrydonald,0
ustn086x,1
hwweqdds,1
2dworp88,1
holtmeredith,0
luze6ky4,1
wzrxys30,1
ygmhj5g8,1
kaufmanalexa,0
djones,0
lz7y7r57,1
rodriguezchristina,0
e3pnmkj3,1
paul39,0
h4zfhrhe,1
80e9tzqb,1
johnnywood,0
nicholsmckenzie,0
j0gfww3p,1
pacemary,0
cl69d31y,1
jfoctkpj,1
e3ndimbn,1
brandiortiz,0
harrisamanda,0
jacobjohnson,0
jxc79o36,1
zbaefj1n,1
greenbrianna,0
71qa47um,1
millscynthia,0
mmason,0
cnlf8s31,1
9viub1uz,1
bflores,0
jtyvoiq4,1
xuumnjhb,1
williamweaver,0
garysilva,0
vxs138xe,1
luke36,0
w91mpo15,1
garyjones,0
5962vud2,1
richardruiz,0
kc170n7o,1
q1z9oq80,1
jason98,0
wardrobert,0
calvin81,0
2568ke96,1
antonio24,0
reginaldpeterson,0
ac74iqwa,1
doughertymisty,0
ortizjackie,0
huffangela,0
15ghhftt,1
bwright,0
gmiller,0
wdeqe3bv,1
kellyedwards,0
h10rijee,1
woodsterri,0
tina76,0
d0kbxqfc,1
i843ioe8,1
7qc834xb,1
z27zow6k,1
xc1t2ed0,1
xbyarx92,1
9o3fdgh1,1
77z2myr5,1
katherinethomas,0
mmkzc1o3,1
chrisgray,0
m2muhto7,1
olsendawn,0
nicholstrevor,0
taylorcarlos,0
samanthagreen,0
ugraham,0
o5w3tbxe,1
castillojohn,0
i42dt5qw,1
5efi6w4e,1
yb6y5dq2,1
qcrosn1i,1
5ku33dys,1
5nypr7i5,1
ixkwdvoq,1
bfbo0ng4,1
jason89,0
pvxj4bdk,1
5n1qbkod,1
ulkc6i9h,1
ubu7mpgu,1
z4e14wu3,1
6zqaopsx,1
6n3b1ifh,1
ym56gwx4,1
meganeverett,0
vos7118o,1
7bulspz6,1
swb2nniv,1
5h60m10g,1
denisecarpenter,0
kmckinney,0
edzuvy9y,1
unkgyog3,1
wberry,0
kfr8vkbu,1
ia5d3574,1
kimberlyholt,0
vflynn,0
xmeyer,0
q339xrhb,1
d55jvjk4,1
4w34fqau,1
p9iv8xyy,1
h48b9ltg,1
h2z3pec0,1
ugf6xsnb,1
iy5fnnr9,1
g8vcz5c5,1
y61fgxmd,1
02tpawn4,1
3rbuf76y,1
ssue4azj,1
zy5wivoe,1
vfq8oayq,1
spencejoe,0
wernernatasha,0
prg4z6vn,1
kgrm1a85,1
wcrawford,0
thompsonrandall,0
boydbarry,0
ykql7lhu,1
75sd7lii,1
h2gj2hse,1
bhvb9jfp,1
jacobpowell,0
4pczzloq,1
sdavies,0
mfipt9c7,1
dtrlmz3d,1
jasonbecker,0
0ktl1uyu,1
zm6ljyon,1
lisa36,0
lqjxmlrq,1
pagejames,0
t0j2wdsh,1
conniefisher,0
7cvkgkzh,1
susan43,0
hmoreno,0
6dx44ocj,1
3dvpx8yz,1
b3exaxcs,1
sarah23,0
enkln92r,1
9ftstymo,1
kimberly40,0
dcastillo,0
bevans,0
garciakevin,0
monica11,0
kenneth55,0
ranx4uk3,1
vdpl19mg,1
e4fn24e0,1
2nuc9gu3,1
fhernandez,0
p5de2riu,1
cleon,0
sdnivn7p,1
chadolsen,0
gsn2720e,1
stevenhoward,0
mandyryan,0
kathleen60,0
richardburke,0
oa1kz51h,1
uanh6n3v,1
miguelpatton,0
henrykyle,0
85w70vxh,1
2g4h3guv,1
umartin,0
danielharris,0
samuel67,0
justin42,0
abt87qq5,1
juan38,0
xfecxnu9,1
xfields,0
67htv0dn,1
euvn2ul9,1
keith57,0
dianejones,0
dennissteven,0
wkp18fqv,1
larsonstephen,0
brownscott,0
kpzd19m5,1
gekaep3w,1
5k78kyr5,1
kgws1po0,1
emilybeltran,0
9nw5hhe0,1
0tlkvtnu,1
omoore,0
j70pc8sf,1
mary70,0
gfrdgoww,1
rachel13,0
5u3oavge,1
eqccwoum,1
rgibbs,0
denisewatson,0
katelynross,0
yjones,0
bellbarbara,0
camposellen,0
dfhawqqn,1
greed,0
festrada,0
bdjn6ivi,1
jjones,0
2elultbe,1
marisahays,0
2yneo8d0,1
11ql0200,1
j1xpx77z,1
0jg9t4b6,1
v7vosjsc,1
wellsmegan,0
lv9xorhj,1
vcurry,0
lu077jxk,1
ashleybyrd,0
karenlong,0
webstermatthew,0
matthewvance,0
kfc4gtig,1
qstephens,0
danielrodgers,0
xroy,0
ljys82a5,1
8fyneb7w,1
462t98an,1
ohroy55g,1
richardking,0
9cgtnoy5,1
n7955nct,1
jirpgwyv,1
10sv4mco,1
uf2dmny0,1
3amx6ruf,1
89xmgtic,1
williamsheather,0
perezalex,0
mpearson,0
raymondmoore,0
jamwlqm1,1
520t8ywa,1
h5p8rfnq,1
h7rjpzio,1
wconway,0
m15xezqc,1
greenmelissa,0
scottmorris,0
0xqzl8kr,1
brent13,0
dennislyons,0
brian77,0
charleslouis,0
martingarcia,0
amandawilliams,0
c4lvledd,1
shepardmichael,0
kellyalexander,0
cjohnson,0
millerkimberly,0
hsm695wc,1
836eqw8x,1
ooe2i221,1
9tp31wnx,1
dhawkins,0
tbu0fu7e,1
1wzmtyhh,1
lgmo59uh,1
jacksonjudy,0
507zd3qd,1
smithjennifer,0
haydenrobinson,0
lisafranklin,0
v4hs5p1b,1
margarethoward,0
danielferrell,0
cejjvu6t,1
z2csauf1,1
rachelwilliams,0
t3wht0gw,1
kevin34,0
1a6zfdxr,1
richardsonanthony,0
robert94,0
michaelthomas,0
markalvarado,0
6ozm8mt7,1
lindastout,0
l60lhot2,1
atucker,0
sellersjudith,0
u8lypasw,1
victoriastevenson,0
george18,0
s4rbhvn0,1
9qokurwu,1
bernard39,0
nancy39,0
xdo6qayg,1
oico1vzi,1
keith14,0
c4a76eo0,1
katherinefrye,0
o384czzk,1
cqp1iylo,1
patrick27,0
l93ptxfx,1
matthewbell,0
f2eneix2,1
stewartwilliam,0
sean29,0
2d51wxg9,1
g3b7y8kz,1
rulscaz0,1
wmgdkrm0,1
5ojv5wkh,1
2exxje21,1
tgeorge,0
wkyits20,1
tb44xu8g,1
